device_name,start_date_time,end_date_time,actual_start_time,actual_end_time,time_slot,date,production_output,start_counter_value,end_counter_value,readings_count,reset_count,pre_reset_sum
Machine3,2025-03-01 07:30,2025-03-01 08:30,2025-03-01 07:30,2025-03-01 08:29,07:30-08:30,"March 1, 2025",1476.57,13692367.24,13693843.81,59,0,0
Machine3,2025-03-01 08:30,2025-03-01 09:30,2025-03-01 08:30,2025-03-01 09:29,08:30-09:30,"March 1, 2025",1321.36,13693865.39,13695186.75,59,0,0
Machine3,2025-03-01 09:30,2025-03-01 10:30,2025-03-01 09:30,2025-03-01 10:29,09:30-10:30,"March 1, 2025",2017.73,13695217.46,13697235.19,59,0,0
Machine3,2025-03-01 10:30,2025-03-01 11:30,2025-03-01 10:30,2025-03-01 11:29,10:30-11:30,"March 1, 2025",2112.35,13697241.00,13699353.35,59,0,0
Machine3,2025-03-01 11:30,2025-03-01 12:30,2025-03-01 11:30,2025-03-01 12:29,11:30-12:30,"March 1, 2025",119.52,13699389.87,13699509.39,59,0,0
Machine3,2025-03-01 12:30,2025-03-01 13:30,2025-03-01 12:30,2025-03-01 13:29,12:30-13:30,"March 1, 2025",769.41,13699509.39,13700278.80,59,0,0
Machine3,2025-03-01 13:30,2025-03-01 14:30,2025-03-01 13:30,2025-03-01 14:29,13:30-14:30,"March 1, 2025",890.59,13700299.55,13701190.14,59,0,0
Machine3,2025-03-01 14:30,2025-03-01 15:30,2025-03-01 14:30,2025-03-01 15:29,14:30-15:30,"March 1, 2025",1653.36,13701219.19,13702872.55,59,0,0
Machine3,2025-03-01 15:30,2025-03-01 16:30,2025-03-01 15:30,2025-03-01 16:29,15:30-16:30,"March 1, 2025",1132.12,13702889.15,13704021.27,59,0,0
Machine3,2025-03-01 16:30,2025-03-01 17:30,2025-03-01 16:30,2025-03-01 17:29,16:30-17:30,"March 1, 2025",1618.50,13704039.53,13705658.03,59,0,0
Machine3,2025-03-01 17:30,2025-03-01 18:30,2025-03-01 17:30,2025-03-01 18:29,17:30-18:30,"March 1, 2025",2093.26,13705695.38,13707788.64,59,0,0
Machine3,2025-03-01 18:30,2025-03-01 19:30,2025-03-01 18:30,2025-03-01 19:29,18:30-19:30,"March 1, 2025",2167.96,13707824.33,13709992.29,59,0,0
Machine3,2025-03-02 07:30,2025-03-02 08:30,2025-03-02 07:30,2025-03-02 08:29,07:30-08:30,"March 2, 2025",795.97,13727028.04,13727824.01,59,0,0
Machine3,2025-03-02 08:30,2025-03-02 09:30,2025-03-02 08:30,2025-03-02 09:29,08:30-09:30,"March 2, 2025",1108.88,13727853.89,13728962.77,59,0,0
Machine3,2025-03-02 09:30,2025-03-02 10:30,2025-03-02 09:30,2025-03-02 10:29,09:30-10:30,"March 2, 2025",1912.32,13728962.77,13730875.09,59,0,0
Machine3,2025-03-02 10:30,2025-03-02 11:30,2025-03-02 10:30,2025-03-02 11:29,10:30-11:30,"March 2, 2025",2068.36,13730909.95,13732978.31,59,0,0
Machine3,2025-03-02 11:30,2025-03-02 12:30,2025-03-02 11:30,2025-03-02 12:29,11:30-12:30,"March 2, 2025",2081.64,13733015.66,13735097.30,59,0,0
Machine3,2025-03-02 12:30,2025-03-02 13:30,2025-03-02 12:30,2025-03-02 13:29,12:30-13:30,"March 2, 2025",2183.73,13735132.99,13737316.72,59,0,0
Machine3,2025-03-02 13:30,2025-03-02 14:30,2025-03-02 13:30,2025-03-02 14:29,13:30-14:30,"March 2, 2025",1961.29,13737356.56,13739317.85,59,0,0
Machine3,2025-03-02 14:30,2025-03-02 15:30,2025-03-02 14:30,2025-03-02 15:29,14:30-15:30,"March 2, 2025",1258.28,13739349.39,13740607.67,58,0,0
Machine3,2025-03-02 15:30,2025-03-02 16:30,2025-03-02 15:30,2025-03-02 16:29,15:30-16:30,"March 2, 2025",1507.28,13740637.55,13742144.83,59,0,0
Machine3,2025-03-02 16:30,2025-03-02 17:30,2025-03-02 16:30,2025-03-02 17:29,16:30-17:30,"March 2, 2025",1259.94,13742144.83,13743404.77,59,0,0
Machine3,2025-03-02 17:30,2025-03-02 18:30,2025-03-02 17:30,2025-03-02 18:29,17:30-18:30,"March 2, 2025",1735.53,13743450.42,13745185.95,59,0,0
Machine3,2025-03-02 18:30,2025-03-02 19:30,2025-03-02 18:30,2025-03-02 19:29,18:30-19:30,"March 2, 2025",1469.10,13745214.17,13746683.27,59,0,0
Machine3,2025-03-03 07:30,2025-03-03 08:30,2025-03-03 07:30,2025-03-03 08:29,07:30-08:30,"March 3, 2025",971.10,13761278.82,13762249.92,59,0,0
Machine3,2025-03-03 08:30,2025-03-03 09:30,2025-03-03 08:30,2025-03-03 09:29,08:30-09:30,"March 3, 2025",1567.87,13762276.48,13763844.35,59,0,0
Machine3,2025-03-03 09:30,2025-03-03 10:30,2025-03-03 09:30,2025-03-03 10:29,09:30-10:30,"March 3, 2025",365.20,13763844.35,13764209.55,59,0,0
Machine3,2025-03-03 10:30,2025-03-03 11:30,2025-03-03 10:30,2025-03-03 11:29,10:30-11:30,"March 3, 2025",1836.79,13764241.09,13766077.88,59,0,0
Machine3,2025-03-03 11:30,2025-03-03 12:30,2025-03-03 11:30,2025-03-03 12:29,11:30-12:30,"March 3, 2025",1443.37,13766106.10,13767549.47,59,0,0
Machine3,2025-03-03 12:30,2025-03-03 13:30,2025-03-03 12:30,2025-03-03 13:29,12:30-13:30,"March 3, 2025",1934.73,13767585.16,13769519.89,59,0,0
Machine3,2025-03-03 13:30,2025-03-03 14:30,2025-03-03 13:30,2025-03-03 14:29,13:30-14:30,"March 3, 2025",1834.30,13769552.26,13771386.56,59,0,0
Machine3,2025-03-03 14:30,2025-03-03 15:30,2025-03-03 14:30,2025-03-03 15:29,14:30-15:30,"March 3, 2025",1229.23,13771418.10,13772647.33,59,0,0
Machine3,2025-03-03 15:30,2025-03-03 16:30,2025-03-03 15:30,2025-03-03 16:29,15:30-16:30,"March 3, 2025",915.49,13772647.33,13773562.82,59,0,0
Machine3,2025-03-03 16:30,2025-03-03 17:30,2025-03-03 16:30,2025-03-03 17:29,16:30-17:30,"March 3, 2025",1382.78,13773586.89,13774969.67,59,0,0
Machine3,2025-03-03 17:30,2025-03-03 18:30,2025-03-03 17:30,2025-03-03 18:29,17:30-18:30,"March 3, 2025",1792.80,13774969.67,13776762.47,59,0,0
Machine3,2025-03-03 18:30,2025-03-03 19:30,2025-03-03 18:30,2025-03-03 19:29,18:30-19:30,"March 3, 2025",1728.89,13776793.18,13778522.07,59,0,0
Machine3,2025-03-04 07:30,2025-03-04 08:30,2025-03-04 07:30,2025-03-04 08:29,07:30-08:30,"March 4, 2025",1011.77,13793503.57,13794515.34,59,0,0
Machine3,2025-03-04 08:30,2025-03-04 09:30,2025-03-04 08:30,2025-03-04 09:29,08:30-09:30,"March 4, 2025",0.00,13794515.34,13794515.34,59,0,0
Machine3,2025-03-04 09:30,2025-03-04 10:30,2025-03-04 09:30,2025-03-04 10:29,09:30-10:30,"March 4, 2025",303.78,13794515.34,13794819.12,57,0,0
Machine3,2025-03-04 10:30,2025-03-04 11:30,2025-03-04 10:30,2025-03-04 11:29,10:30-11:30,"March 4, 2025",1459.97,13794846.51,13796306.48,59,0,0
Machine3,2025-03-04 11:30,2025-03-04 12:30,2025-03-04 11:30,2025-03-04 12:29,11:30-12:30,"March 4, 2025",848.26,13796307.31,13797155.57,59,0,0
Machine3,2025-03-04 12:30,2025-03-04 13:30,2025-03-04 12:30,2025-03-04 13:29,12:30-13:30,"March 4, 2025",0.00,13797155.57,13797155.57,59,0,0
Machine3,2025-03-04 13:30,2025-03-04 14:30,2025-03-04 13:30,2025-03-04 14:29,13:30-14:30,"March 4, 2025",1346.26,13797155.57,13798501.83,59,0,0
Machine3,2025-03-04 14:30,2025-03-04 15:30,2025-03-04 14:30,2025-03-04 15:29,14:30-15:30,"March 4, 2025",1127.14,13798538.35,13799665.49,59,0,0
Machine3,2025-03-04 15:30,2025-03-04 16:30,2025-03-04 15:30,2025-03-04 16:29,15:30-16:30,"March 4, 2025",1415.98,13799705.33,13801121.31,59,0,0
Machine3,2025-03-04 16:30,2025-03-04 17:30,2025-03-04 16:30,2025-03-04 17:29,16:30-17:30,"March 4, 2025",1039.16,13801147.87,13802187.03,59,0,0
Machine3,2025-03-04 17:30,2025-03-04 18:30,2025-03-04 17:30,2025-03-04 18:29,17:30-18:30,"March 4, 2025",2070.02,13802222.72,13804292.74,59,0,0
Machine3,2025-03-04 18:30,2025-03-04 19:30,2025-03-04 18:30,2025-03-04 19:29,18:30-19:30,"March 4, 2025",2035.99,13804327.60,13806363.59,59,0,0
Machine3,2025-03-05 07:30,2025-03-05 08:30,2025-03-05 07:30,2025-03-05 08:28,07:30-08:30,"March 5, 2025",1740.51,13829341.31,13831081.82,59,0,0
Machine3,2025-03-05 08:30,2025-03-05 09:30,2025-03-05 08:30,2025-03-05 09:29,08:30-09:30,"March 5, 2025",1231.72,13831115.85,13832347.57,60,0,0
Machine3,2025-03-05 09:30,2025-03-05 10:30,2025-03-05 09:31,2025-03-05 10:29,09:30-10:30,"March 5, 2025",1875.80,13832382.43,13834258.23,54,0,0
Machine3,2025-03-05 10:30,2025-03-05 11:30,2025-03-05 10:31,2025-03-05 11:29,10:30-11:30,"March 5, 2025",1658.34,13834289.77,13835948.11,59,0,0
Machine3,2025-03-05 11:30,2025-03-05 12:30,2025-03-05 11:30,2025-03-05 12:29,11:30-12:30,"March 5, 2025",251.49,13835948.11,13836199.60,59,0,0
Machine3,2025-03-05 12:30,2025-03-05 13:30,2025-03-05 12:30,2025-03-05 13:29,12:30-13:30,"March 5, 2025",1086.47,13836222.01,13837308.48,59,0,0
Machine3,2025-03-05 13:30,2025-03-05 14:30,2025-03-05 13:30,2025-03-05 14:29,13:30-14:30,"March 5, 2025",893.91,13837327.57,13838221.48,59,0,0
Machine3,2025-03-05 14:30,2025-03-05 15:30,2025-03-05 14:30,2025-03-05 15:29,14:30-15:30,"March 5, 2025",862.37,13838233.93,13839096.30,59,0,0
Machine3,2025-03-05 15:30,2025-03-05 16:30,2025-03-05 15:30,2025-03-05 16:29,15:30-16:30,"March 5, 2025",351.09,13839110.41,13839461.50,59,0,0
Machine3,2025-03-05 16:30,2025-03-05 17:30,2025-03-05 16:30,2025-03-05 17:29,16:30-17:30,"March 5, 2025",113.71,13839463.16,13839576.87,59,0,0
Machine3,2025-03-05 17:30,2025-03-05 18:30,2025-03-05 17:30,2025-03-05 18:29,17:30-18:30,"March 5, 2025",967.78,13839593.47,13840561.25,59,0,0
Machine3,2025-03-05 18:30,2025-03-05 19:30,2025-03-05 18:30,2025-03-05 19:29,18:30-19:30,"March 5, 2025",669.81,13840579.51,13841249.32,59,0,0
Machine3,2025-03-06 07:30,2025-03-06 08:30,2025-03-06 07:30,2025-03-06 08:29,07:30-08:30,"March 6, 2025",12.45,13855401.65,13855414.10,59,0,0
Machine3,2025-03-06 08:30,2025-03-06 09:30,2025-03-06 08:30,2025-03-06 09:29,08:30-09:30,"March 6, 2025",1155.36,13855414.10,13856569.46,57,0,0
Machine3,2025-03-06 09:30,2025-03-06 10:30,2025-03-06 09:30,2025-03-06 10:29,09:30-10:30,"March 6, 2025",1450.84,13856591.87,13858042.71,59,0,0
Machine3,2025-03-06 10:30,2025-03-06 11:30,2025-03-06 10:30,2025-03-06 11:29,10:30-11:30,"March 6, 2025",2260.09,13858085.87,13860345.96,59,0,0
Machine3,2025-03-06 11:30,2025-03-06 12:30,2025-03-06 11:30,2025-03-06 12:29,11:30-12:30,"March 6, 2025",869.01,13860345.96,13861214.97,59,0,0
Machine3,2025-03-06 12:30,2025-03-06 13:30,2025-03-06 12:30,2025-03-06 13:29,12:30-13:30,"March 6, 2025",1965.44,13861247.34,13863212.78,59,0,0
Machine3,2025-03-06 13:30,2025-03-06 14:30,2025-03-06 13:30,2025-03-06 14:29,13:30-14:30,"March 6, 2025",2045.12,13863246.81,13865291.93,59,0,0
Machine3,2025-03-06 14:30,2025-03-06 15:30,2025-03-06 14:30,2025-03-06 15:29,14:30-15:30,"March 6, 2025",2128.95,13865328.45,13867457.40,59,0,0
Machine3,2025-03-06 15:30,2025-03-06 16:30,2025-03-06 15:30,2025-03-06 16:29,15:30-16:30,"March 6, 2025",2054.25,13867493.92,13869548.17,59,0,0
Machine3,2025-03-06 16:30,2025-03-06 17:30,2025-03-06 16:30,2025-03-06 17:29,16:30-17:30,"March 6, 2025",2050.93,13869586.35,13871637.28,59,0,0
Machine3,2025-03-06 17:30,2025-03-06 18:30,2025-03-06 17:30,2025-03-06 18:29,17:30-18:30,"March 6, 2025",2194.52,13871672.97,13873867.49,59,0,0
Machine3,2025-03-06 18:30,2025-03-06 19:30,2025-03-06 18:30,2025-03-06 19:29,18:30-19:30,"March 6, 2025",1964.61,13873905.67,13875870.28,59,0,0
Machine3,2025-03-07 07:30,2025-03-07 08:30,2025-03-07 07:30,2025-03-07 08:29,07:30-08:30,"March 7, 2025",1086.47,13889807.64,13890894.11,59,0,0
Machine3,2025-03-07 08:30,2025-03-07 09:30,2025-03-07 08:30,2025-03-07 09:29,08:30-09:30,"March 7, 2025",713.80,13890894.11,13891607.91,59,0,0
Machine3,2025-03-07 09:30,2025-03-07 10:30,2025-03-07 09:30,2025-03-07 10:29,09:30-10:30,"March 7, 2025",2025.20,13891642.77,13893667.97,59,0,0
Machine3,2025-03-07 10:30,2025-03-07 11:30,2025-03-07 10:30,2025-03-07 11:29,10:30-11:30,"March 7, 2025",881.46,13893706.98,13894588.44,59,0,0
Machine3,2025-03-07 11:30,2025-03-07 12:30,2025-03-07 11:30,2025-03-07 12:29,11:30-12:30,"March 7, 2025",2714.93,13894635.75,13897350.68,59,0,0
Machine3,2025-03-07 12:30,2025-03-07 13:30,2025-03-07 12:30,2025-03-07 13:29,12:30-13:30,"March 7, 2025",1600.24,13897399.65,13898999.89,59,0,0
Machine3,2025-03-07 13:30,2025-03-07 14:30,2025-03-07 13:30,2025-03-07 14:29,13:30-14:30,"March 7, 2025",546.97,13899030.60,13899577.57,59,0,0
Machine3,2025-03-07 14:30,2025-03-07 15:30,2025-03-07 14:30,2025-03-07 15:29,14:30-15:30,"March 7, 2025",501.32,13899577.57,13900078.89,59,0,0
Machine3,2025-03-07 15:30,2025-03-07 16:30,2025-03-07 15:30,2025-03-07 16:29,15:30-16:30,"March 7, 2025",573.53,13900097.98,13900671.51,59,0,0
Machine3,2025-03-07 16:30,2025-03-07 17:30,2025-03-07 16:30,2025-03-07 17:29,16:30-17:30,"March 7, 2025",388.44,13900687.28,13901075.72,59,0,0
Machine3,2025-03-07 17:30,2025-03-07 18:30,2025-03-07 17:30,2025-03-07 18:29,17:30-18:30,"March 7, 2025",933.75,13901075.72,13902009.47,59,0,0
Machine3,2025-03-07 18:30,2025-03-07 19:30,2025-03-07 18:30,2025-03-07 19:29,18:30-19:30,"March 7, 2025",0.00,13902009.47,13902009.47,59,0,0
Machine3,2025-03-08 07:30,2025-03-08 08:30,2025-03-08 07:30,2025-03-08 08:29,07:30-08:30,"March 8, 2025",191.73,13916225.71,13916417.44,59,0,0
Machine3,2025-03-08 08:30,2025-03-08 09:30,2025-03-08 08:30,2025-03-08 09:29,08:30-09:30,"March 8, 2025",219.12,13916417.44,13916636.56,57,0,0
Machine3,2025-03-08 09:30,2025-03-08 10:30,2025-03-08 09:30,2025-03-08 10:29,09:30-10:30,"March 8, 2025",600.92,13916636.56,13917237.48,59,0,0
Machine3,2025-03-08 10:30,2025-03-08 11:30,2025-03-08 10:30,2025-03-08 11:29,10:30-11:30,"March 8, 2025",1133.78,13917237.48,13918371.26,59,0,0
Machine3,2025-03-08 11:30,2025-03-08 12:30,2025-03-08 11:30,2025-03-08 12:29,11:30-12:30,"March 8, 2025",1911.49,13918408.61,13920320.10,59,0,0
Machine3,2025-03-08 12:30,2025-03-08 13:30,2025-03-08 12:30,2025-03-08 13:29,12:30-13:30,"March 8, 2025",1918.13,13920354.13,13922272.26,59,0,0
Machine3,2025-03-08 13:30,2025-03-08 14:30,2025-03-08 13:30,2025-03-08 14:29,13:30-14:30,"March 8, 2025",1924.77,13922307.95,13924232.72,59,0,0
Machine3,2025-03-08 14:30,2025-03-08 15:30,2025-03-08 14:30,2025-03-08 15:29,14:30-15:30,"March 8, 2025",1205.16,13924232.72,13925437.88,59,0,0
Machine3,2025-03-08 15:30,2025-03-08 16:30,2025-03-08 15:30,2025-03-08 16:29,15:30-16:30,"March 8, 2025",5.81,13925437.88,13925443.69,59,0,0
Machine3,2025-03-08 16:30,2025-03-08 17:30,2025-03-08 16:30,2025-03-08 17:29,16:30-17:30,"March 8, 2025",1245.83,13925443.69,13926689.52,59,0,0
Machine3,2025-03-08 17:30,2025-03-08 18:30,2025-03-08 17:30,2025-03-08 18:29,17:30-18:30,"March 8, 2025",2431.07,13926735.17,13929166.24,59,0,0
Machine3,2025-03-08 18:30,2025-03-08 19:30,2025-03-08 18:30,2025-03-08 19:29,18:30-19:30,"March 8, 2025",2294.95,13929212.72,13931507.67,59,0,0
Machine3,2025-03-09 07:30,2025-03-09 08:30,2025-03-09 07:30,2025-03-09 08:29,07:30-08:30,"March 9, 2025",13.28,13948468.72,13948482.00,59,0,0
Machine3,2025-03-09 08:30,2025-03-09 09:30,2025-03-09 08:30,2025-03-09 09:29,08:30-09:30,"March 9, 2025",5.81,13948482.00,13948487.81,59,0,0
Machine3,2025-03-09 09:30,2025-03-09 10:30,2025-03-09 09:30,2025-03-09 10:29,09:30-10:30,"March 9, 2025",0.00,13948487.81,13948487.81,59,0,0
Machine3,2025-03-09 10:30,2025-03-09 11:30,2025-03-09 10:30,2025-03-09 11:29,10:30-11:30,"March 9, 2025",0.00,13948487.81,13948487.81,59,0,0
Machine3,2025-03-09 11:30,2025-03-09 12:30,2025-03-09 11:30,2025-03-09 12:29,11:30-12:30,"March 9, 2025",0.00,13948487.81,13948487.81,59,0,0
Machine3,2025-03-09 12:30,2025-03-09 13:30,2025-03-09 12:30,2025-03-09 13:29,12:30-13:30,"March 9, 2025",0.00,13948487.81,13948487.81,59,0,0
Machine3,2025-03-09 13:30,2025-03-09 14:30,2025-03-09 13:30,2025-03-09 14:29,13:30-14:30,"March 9, 2025",0.00,13948487.81,13948487.81,59,0,0
