device_name,start_date_time,end_date_time,actual_start_time,actual_end_time,time_slot,date,production_output,start_counter_value,end_counter_value,readings_count,reset_count,pre_reset_sum
Machine1,2025-03-01 07:30,2025-03-01 08:30,2025-03-01 07:30,2025-03-01 08:29,07:30-08:30,"March 1, 2025",1479.20,17494620.80,17496100.00,59,0,0
Machine1,2025-03-01 08:30,2025-03-01 09:30,2025-03-01 08:30,2025-03-01 09:29,08:30-09:30,"March 1, 2025",1535.20,17496124.80,17497660.00,59,0,0
Machine1,2025-03-01 09:30,2025-03-01 10:30,2025-03-01 09:30,2025-03-01 10:29,09:30-10:30,"March 1, 2025",385.60,17497688.80,17498074.40,59,0,0
Machine1,2025-03-01 10:30,2025-03-01 11:30,2025-03-01 10:30,2025-03-01 11:29,10:30-11:30,"March 1, 2025",1274.40,17498074.40,17499348.80,59,0,0
Machine1,2025-03-01 11:30,2025-03-01 12:30,2025-03-01 11:30,2025-03-01 12:29,11:30-12:30,"March 1, 2025",879.20,17499378.40,17500257.60,59,0,0
Machine1,2025-03-01 12:30,2025-03-01 13:30,2025-03-01 12:30,2025-03-01 13:29,12:30-13:30,"March 1, 2025",552.00,17500281.60,17500833.60,59,0,0
Machine1,2025-03-01 13:30,2025-03-01 14:30,2025-03-01 13:30,2025-03-01 14:29,13:30-14:30,"March 1, 2025",1708.80,17500859.20,17502568.00,59,0,0
Machine1,2025-03-01 14:30,2025-03-01 15:30,2025-03-01 14:30,2025-03-01 15:29,14:30-15:30,"March 1, 2025",1012.80,17502598.40,17503611.20,59,0,0
Machine1,2025-03-01 15:30,2025-03-01 16:30,2025-03-01 15:30,2025-03-01 16:29,15:30-16:30,"March 1, 2025",1193.60,17503633.60,17504827.20,59,0,0
Machine1,2025-03-01 16:30,2025-03-01 17:30,2025-03-01 16:30,2025-03-01 17:29,16:30-17:30,"March 1, 2025",1857.60,17504864.00,17506721.60,59,0,0
Machine1,2025-03-01 17:30,2025-03-01 18:30,2025-03-01 17:30,2025-03-01 18:29,17:30-18:30,"March 1, 2025",1803.20,17506751.20,17508554.40,59,0,0
Machine1,2025-03-01 18:30,2025-03-01 19:30,2025-03-01 18:30,2025-03-01 19:29,18:30-19:30,"March 1, 2025",1803.20,17508585.60,17510388.80,59,0,0
Machine1,2025-03-02 07:30,2025-03-02 08:30,2025-03-02 07:30,2025-03-02 08:29,07:30-08:30,"March 2, 2025",724.80,17527447.20,17528172.00,59,0,0
Machine1,2025-03-02 08:30,2025-03-02 09:30,2025-03-02 08:30,2025-03-02 09:29,08:30-09:30,"March 2, 2025",1665.60,17528200.80,17529866.40,59,0,0
Machine1,2025-03-02 09:30,2025-03-02 10:30,2025-03-02 09:30,2025-03-02 10:29,09:30-10:30,"March 2, 2025",1346.40,17529895.20,17531241.60,59,0,0
Machine1,2025-03-02 10:30,2025-03-02 11:30,2025-03-02 10:30,2025-03-02 11:29,10:30-11:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 11:30,2025-03-02 12:30,2025-03-02 11:30,2025-03-02 12:29,11:30-12:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 12:30,2025-03-02 13:30,2025-03-02 12:30,2025-03-02 13:29,12:30-13:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 13:30,2025-03-02 14:30,2025-03-02 13:30,2025-03-02 14:29,13:30-14:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 14:30,2025-03-02 15:30,2025-03-02 14:30,2025-03-02 15:29,14:30-15:30,"March 2, 2025",0.00,17531241.60,17531241.60,58,0,0
Machine1,2025-03-02 15:30,2025-03-02 16:30,2025-03-02 15:30,2025-03-02 16:29,15:30-16:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 16:30,2025-03-02 17:30,2025-03-02 16:30,2025-03-02 17:29,16:30-17:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 17:30,2025-03-02 18:30,2025-03-02 17:30,2025-03-02 18:29,17:30-18:30,"March 2, 2025",0.00,17531241.60,17531241.60,59,0,0
Machine1,2025-03-02 18:30,2025-03-02 19:30,2025-03-02 18:30,2025-03-02 19:29,18:30-19:30,"March 2, 2025",840.00,17531241.60,17532081.60,59,0,0
Machine1,2025-03-03 07:30,2025-03-03 08:30,2025-03-03 07:30,2025-03-03 08:29,07:30-08:30,"March 3, 2025",1255.20,17549004.80,17550260.00,59,0,0
Machine1,2025-03-03 08:30,2025-03-03 09:30,2025-03-03 08:30,2025-03-03 09:29,08:30-09:30,"March 3, 2025",1249.60,17550287.20,17551536.80,59,0,0
Machine1,2025-03-03 09:30,2025-03-03 10:30,2025-03-03 09:30,2025-03-03 10:29,09:30-10:30,"March 3, 2025",1348.80,17551560.00,17552908.80,59,0,0
Machine1,2025-03-03 10:30,2025-03-03 11:30,2025-03-03 10:30,2025-03-03 11:29,10:30-11:30,"March 3, 2025",1636.00,17552938.40,17554574.40,59,0,0
Machine1,2025-03-03 11:30,2025-03-03 12:30,2025-03-03 11:30,2025-03-03 12:29,11:30-12:30,"March 3, 2025",1392.80,17554597.60,17555990.40,59,0,0
Machine1,2025-03-03 12:30,2025-03-03 13:30,2025-03-03 12:30,2025-03-03 13:29,12:30-13:30,"March 3, 2025",1201.60,17556013.60,17557215.20,59,0,0
Machine1,2025-03-03 13:30,2025-03-03 14:30,2025-03-03 13:30,2025-03-03 14:29,13:30-14:30,"March 3, 2025",1272.80,17557215.20,17558488.00,59,0,0
Machine1,2025-03-03 14:30,2025-03-03 15:30,2025-03-03 14:30,2025-03-03 15:29,14:30-15:30,"March 3, 2025",734.40,17558511.20,17559245.60,59,0,0
Machine1,2025-03-03 15:30,2025-03-03 16:30,2025-03-03 15:30,2025-03-03 16:29,15:30-16:30,"March 3, 2025",369.60,17559256.80,17559626.40,59,0,0
Machine1,2025-03-03 16:30,2025-03-03 17:30,2025-03-03 16:30,2025-03-03 17:29,16:30-17:30,"March 3, 2025",562.40,17559632.00,17560194.40,59,0,0
Machine1,2025-03-03 17:30,2025-03-03 18:30,2025-03-03 17:30,2025-03-03 18:29,17:30-18:30,"March 3, 2025",917.60,17560194.40,17561112.00,59,0,0
Machine1,2025-03-03 18:30,2025-03-03 19:30,2025-03-03 18:30,2025-03-03 19:29,18:30-19:30,"March 3, 2025",1594.40,17561138.40,17562732.80,59,0,0
Machine1,2025-03-04 07:30,2025-03-04 08:30,2025-03-04 07:30,2025-03-04 08:29,07:30-08:30,"March 4, 2025",1674.40,17582057.60,17583732.00,59,0,0
Machine1,2025-03-04 08:30,2025-03-04 09:30,2025-03-04 08:30,2025-03-04 09:29,08:30-09:30,"March 4, 2025",1634.40,17583761.60,17585396.00,59,0,0
Machine1,2025-03-04 09:30,2025-03-04 10:30,2025-03-04 09:30,2025-03-04 10:29,09:30-10:30,"March 4, 2025",1508.80,17585424.80,17586933.60,57,0,0
Machine1,2025-03-04 10:30,2025-03-04 11:30,2025-03-04 10:30,2025-03-04 11:29,10:30-11:30,"March 4, 2025",1667.20,17586956.00,17588623.20,59,0,0
Machine1,2025-03-04 11:30,2025-03-04 12:30,2025-03-04 11:30,2025-03-04 12:29,11:30-12:30,"March 4, 2025",1604.80,17588650.40,17590255.20,59,0,0
Machine1,2025-03-04 12:30,2025-03-04 13:30,2025-03-04 12:30,2025-03-04 13:29,12:30-13:30,"March 4, 2025",1108.80,17590280.00,17591388.80,59,0,0
