device_name,Timestamp,length,length_raw
Machine1,2025-06-01 00:00,19932324,
Machine1,2025-06-01 00:01,19932354.4,
Machine1,2025-06-01 00:02,19932385.6,
Machine1,2025-06-01 00:03,19932416.8,
Machine1,2025-06-01 00:04,19932448.8,
Machine1,2025-06-01 00:05,19932478.4,
Machine1,2025-06-01 00:06,19932509.6,
Machine1,2025-06-01 00:07,19932539.2,
Machine1,2025-06-01 00:08,19932568.8,
Machine1,2025-06-01 00:09,19932598.4,
Machine1,2025-06-01 00:10,19932628,
Machine1,2025-06-01 00:11,19932657.6,
Machine1,2025-06-01 00:12,19932686.4,
Machine1,2025-06-01 00:13,19932716,
Machine1,2025-06-01 00:14,19932746.4,
Machine1,2025-06-01 00:15,19932777.6,
Machine1,2025-06-01 00:16,19932805.6,
Machine1,2025-06-01 00:17,19932835.2,
Machine1,2025-06-01 00:18,19932866.4,
Machine1,2025-06-01 00:19,19932896.8,
Machine1,2025-06-01 00:20,19932928,
Machine1,2025-06-01 00:21,19932959.2,
Machine1,2025-06-01 00:22,19932990.4,
Machine1,2025-06-01 00:23,19933021.6,
Machine1,2025-06-01 00:24,19933053.6,
Machine1,2025-06-01 00:25,19933085.6,
Machine1,2025-06-01 00:26,19933116.8,
Machine1,2025-06-01 00:27,19933148,
Machine1,2025-06-01 00:28,19933179.2,
Machine1,2025-06-01 00:29,19933209.6,
Machine1,2025-06-01 00:30,19933240.8,
Machine1,2025-06-01 00:31,19933271.2,
Machine1,2025-06-01 00:32,19933301.6,
Machine1,2025-06-01 00:33,19933332.8,
Machine1,2025-06-01 00:34,19933364,
Machine1,2025-06-01 00:35,19933395.2,
Machine1,2025-06-01 00:36,19933428,
Machine1,2025-06-01 00:37,19933457.6,
Machine1,2025-06-01 00:38,19933489.6,
Machine1,2025-06-01 00:39,19933520,
Machine1,2025-06-01 00:40,19933550.4,
Machine1,2025-06-01 00:41,19933581.6,
Machine1,2025-06-01 00:42,19933611.2,
Machine1,2025-06-01 00:43,19933640,
Machine1,2025-06-01 00:44,19933669.6,
Machine1,2025-06-01 00:45,19933699.2,
Machine1,2025-06-01 00:46,19933729.6,
Machine1,2025-06-01 00:47,19933760.8,
Machine1,2025-06-01 00:48,19933789.6,
Machine1,2025-06-01 00:49,19933819.2,
Machine1,2025-06-01 00:50,19933849.6,
Machine1,2025-06-01 00:51,19933880,
Machine1,2025-06-01 00:53,19933910.4,
Machine1,2025-06-01 00:54,19933940,
Machine1,2025-06-01 00:55,19933970.4,
Machine1,2025-06-01 00:56,19934000.8,
Machine1,2025-06-01 00:57,19934030.4,
Machine1,2025-06-01 00:58,19934060,
Machine1,2025-06-01 00:59,19934089.6,
Machine1,2025-06-01 01:00,19934119.2,
Machine1,2025-06-01 01:01,19934150.4,
Machine1,2025-06-01 01:02,19934180.8,
Machine1,2025-06-01 01:03,19934209.6,
Machine1,2025-06-01 01:04,19934240,
Machine1,2025-06-01 01:05,19934270.4,
Machine1,2025-06-01 01:06,19934301.6,
Machine1,2025-06-01 01:07,19934332,
Machine1,2025-06-01 01:08,19934362.4,
Machine1,2025-06-01 01:09,19934393.6,
Machine1,2025-06-01 01:10,19934421.6,
Machine1,2025-06-01 01:11,19934451.2,
Machine1,2025-06-01 01:12,19934475.2,
Machine1,2025-06-01 01:13,19934495.2,
Machine1,2025-06-01 01:14,19934520.8,
Machine1,2025-06-01 01:15,19934547.2,
Machine1,2025-06-01 01:16,19934574.4,
Machine1,2025-06-01 01:17,19934602.4,
Machine1,2025-06-01 01:18,19934631.2,
Machine1,2025-06-01 01:19,19934660,
Machine1,2025-06-01 01:20,19934691.2,
Machine1,2025-06-01 01:21,19934720,
Machine1,2025-06-01 01:22,19934750.4,
Machine1,2025-06-01 01:23,19934780.8,
Machine1,2025-06-01 01:24,19934811.2,
Machine1,2025-06-01 01:25,19934842.4,
Machine1,2025-06-01 01:26,19934873.6,
Machine1,2025-06-01 01:27,19934905.6,
Machine1,2025-06-01 01:28,19934937.6,
Machine1,2025-06-01 01:29,19934969.6,
Machine1,2025-06-01 01:30,19935001.6,
Machine1,2025-06-01 01:31,19935032,
Machine1,2025-06-01 01:32,19935064,
Machine1,2025-06-01 01:33,19935096.8,
Machine1,2025-06-01 01:34,19935130.4,
Machine1,2025-06-01 01:35,19935156,
Machine1,2025-06-01 01:36,19935182.4,
Machine1,2025-06-01 01:37,19935208.8,
Machine1,2025-06-01 01:38,19935237.6,
Machine1,2025-06-01 01:39,19935266.4,
Machine1,2025-06-01 01:40,19935295.2,
Machine1,2025-06-01 01:41,19935324,
Machine1,2025-06-01 01:42,19935351.2,
Machine1,2025-06-01 01:43,19935380,
Machine1,2025-06-01 01:44,19935408.8,
Machine1,2025-06-01 01:45,19935436.8,
Machine1,2025-06-01 01:46,19935465.6,
Machine1,2025-06-01 01:47,19935494.4,
Machine1,2025-06-01 01:48,19935523.2,
Machine1,2025-06-01 01:49,19935552,
Machine1,2025-06-01 01:50,19935580.8,
Machine1,2025-06-01 01:51,19935610.4,
Machine1,2025-06-01 01:53,19935640.8,
Machine1,2025-06-01 01:54,19935668,
Machine1,2025-06-01 01:55,19935697.6,
Machine1,2025-06-01 01:56,19935726.4,
Machine1,2025-06-01 01:57,19935754.4,
Machine1,2025-06-01 01:58,19935782.4,
Machine1,2025-06-01 01:59,19935811.2,
Machine1,2025-06-01 02:00,19935840.8,
Machine1,2025-06-01 02:01,19935868.8,
Machine1,2025-06-01 02:02,19935897.6,
Machine1,2025-06-01 02:03,19935926.4,
Machine1,2025-06-01 02:04,19935955.2,
Machine1,2025-06-01 02:05,19935984.8,
Machine1,2025-06-01 02:06,19936012.8,
Machine1,2025-06-01 02:07,19936041.6,
Machine1,2025-06-01 02:08,19936071.2,
Machine1,2025-06-01 02:09,19936100,
Machine1,2025-06-01 02:10,19936129.6,
Machine1,2025-06-01 02:11,19936158.4,
Machine1,2025-06-01 02:12,19936188,
Machine1,2025-06-01 02:13,19936216.8,
Machine1,2025-06-01 02:14,19936247.2,
Machine1,2025-06-01 02:15,19936276,
Machine1,2025-06-01 02:16,19936304,
Machine1,2025-06-01 02:17,19936332,
Machine1,2025-06-01 02:18,19936360,
Machine1,2025-06-01 02:19,19936388.8,
Machine1,2025-06-01 02:20,19936417.6,
Machine1,2025-06-01 02:21,19936444.8,
Machine1,2025-06-01 02:22,19936472.8,
Machine1,2025-06-01 02:23,19936500.8,
Machine1,2025-06-01 02:24,19936528,
Machine1,2025-06-01 02:25,19936555.2,
Machine1,2025-06-01 02:26,19936580,
Machine1,2025-06-01 02:27,19936606.4,
Machine1,2025-06-01 02:28,19936632.8,
Machine1,2025-06-01 02:29,19936658.4,
Machine1,2025-06-01 02:30,19936684.8,
Machine1,2025-06-01 02:31,19936711.2,
Machine1,2025-06-01 02:32,19936738.4,
Machine1,2025-06-01 02:33,19936764,
Machine1,2025-06-01 02:34,19936791.2,
Machine1,2025-06-01 02:35,19936817.6,
Machine1,2025-06-01 02:36,19936844.8,
Machine1,2025-06-01 02:37,19936868.8,
Machine1,2025-06-01 02:38,19936895.2,
Machine1,2025-06-01 02:39,19936920.8,
Machine1,2025-06-01 02:40,19936946.4,
Machine1,2025-06-01 02:41,19936972.8,
Machine1,2025-06-01 02:42,19936998.4,
Machine1,2025-06-01 02:43,19937025.6,
Machine1,2025-06-01 02:44,19937052,
Machine1,2025-06-01 02:45,19937078.4,
Machine1,2025-06-01 02:46,19937105.6,
Machine1,2025-06-01 02:47,19937131.2,
Machine1,2025-06-01 02:48,19937156.8,
Machine1,2025-06-01 02:49,19937183.2,
Machine1,2025-06-01 02:50,19937209.6,
Machine1,2025-06-01 02:51,19937236,
Machine1,2025-06-01 02:52,19937261.6,
Machine1,2025-06-01 02:53,19937288,
Machine1,2025-06-01 02:55,19937314.4,
Machine1,2025-06-01 02:56,19937340.8,
Machine1,2025-06-01 02:57,19937368,
Machine1,2025-06-01 02:58,19937395.2,
Machine1,2025-06-01 02:59,19937418.4,
Machine1,2025-06-01 03:00,19937419.2,
Machine1,2025-06-01 03:01,19937419.2,
Machine1,2025-06-01 03:02,19937419.2,
Machine1,2025-06-01 03:03,19937419.2,
Machine1,2025-06-01 03:04,19937419.2,
Machine1,2025-06-01 03:05,19937419.2,
Machine1,2025-06-01 03:06,19937432.8,
Machine1,2025-06-01 03:07,19937458.4,
Machine1,2025-06-01 03:08,19937489.6,
Machine1,2025-06-01 03:09,19937523.2,
Machine1,2025-06-01 03:10,19937539.2,
Machine1,2025-06-01 03:11,19937567.2,
Machine1,2025-06-01 03:12,19937597.6,
Machine1,2025-06-01 03:13,19937627.2,
Machine1,2025-06-01 03:14,19937656.8,
Machine1,2025-06-01 03:15,19937686.4,
Machine1,2025-06-01 03:16,19937717.6,
Machine1,2025-06-01 03:17,19937748,
Machine1,2025-06-01 03:18,19937780,
Machine1,2025-06-01 03:19,19937811.2,
Machine1,2025-06-01 03:20,19937840.8,
Machine1,2025-06-01 03:21,19937870.4,
Machine1,2025-06-01 03:22,19937900,
Machine1,2025-06-01 03:23,19937928.8,
Machine1,2025-06-01 03:24,19937957.6,
Machine1,2025-06-01 03:25,19937987.2,
Machine1,2025-06-01 03:26,19938016.8,
Machine1,2025-06-01 03:27,19938045.6,
Machine1,2025-06-01 03:28,19938076,
Machine1,2025-06-01 03:29,19938105.6,
Machine1,2025-06-01 03:30,19938132,
Machine1,2025-06-01 03:31,19938150.4,
Machine1,2025-06-01 03:32,19938171.2,
Machine1,2025-06-01 03:33,19938192,
Machine1,2025-06-01 03:34,19938212.8,
Machine1,2025-06-01 03:35,19938231.2,
Machine1,2025-06-01 03:36,19938254.4,
Machine1,2025-06-01 03:37,19938276.8,
Machine1,2025-06-01 03:38,19938300,
Machine1,2025-06-01 03:39,19938322.4,
Machine1,2025-06-01 03:40,19938344,
Machine1,2025-06-01 03:41,19938365.6,
Machine1,2025-06-01 03:42,19938387.2,
Machine1,2025-06-01 03:43,19938409.6,
Machine1,2025-06-01 03:44,19938431.2,
Machine1,2025-06-01 03:45,19938453.6,
Machine1,2025-06-01 03:46,19938475.2,
Machine1,2025-06-01 03:47,19938497.6,
Machine1,2025-06-01 03:48,19938520,
Machine1,2025-06-01 03:49,19938542.4,
Machine1,2025-06-01 03:50,19938564.8,
Machine1,2025-06-01 03:51,19938588,
Machine1,2025-06-01 03:52,19938609.6,
Machine1,2025-06-01 03:53,19938632,
Machine1,2025-06-01 03:54,19938654.4,
Machine1,2025-06-01 03:56,19938676.8,
Machine1,2025-06-01 03:57,19938700,
Machine1,2025-06-01 03:58,19938722.4,
Machine1,2025-06-01 03:59,19938744.8,
Machine1,2025-06-01 04:00,19938768,
Machine1,2025-06-01 04:01,19938791.2,
Machine1,2025-06-01 04:02,19938814.4,
Machine1,2025-06-01 04:03,19938838.4,
Machine1,2025-06-01 04:04,19938859.2,
Machine1,2025-06-01 04:05,19938882.4,
Machine1,2025-06-01 04:06,19938905.6,
Machine1,2025-06-01 04:07,19938928.8,
Machine1,2025-06-01 04:08,19938951.2,
Machine1,2025-06-01 04:09,19938974.4,
Machine1,2025-06-01 04:10,19938998.4,
Machine1,2025-06-01 04:11,19939021.6,
Machine1,2025-06-01 04:12,19939044,
Machine1,2025-06-01 04:13,19939068,
Machine1,2025-06-01 04:14,19939090.4,
Machine1,2025-06-01 04:15,19939113.6,
Machine1,2025-06-01 04:16,19939136.8,
Machine1,2025-06-01 04:17,19939160,
Machine1,2025-06-01 04:18,19939183.2,
Machine1,2025-06-01 04:19,19939206.4,
Machine1,2025-06-01 04:20,19939229.6,
Machine1,2025-06-01 04:21,19939252.8,
Machine1,2025-06-01 04:22,19939274.4,
Machine1,2025-06-01 04:23,19939296.8,
Machine1,2025-06-01 04:24,19939319.2,
Machine1,2025-06-01 04:25,19939340.8,
Machine1,2025-06-01 04:26,19939362.4,
Machine1,2025-06-01 04:27,19939384.8,
Machine1,2025-06-01 04:28,19939407.2,
Machine1,2025-06-01 04:29,19939430.4,
Machine1,2025-06-01 04:30,19939454.4,
Machine1,2025-06-01 04:31,19939477.6,
Machine1,2025-06-01 04:32,19939501.6,
Machine1,2025-06-01 04:33,19939524.8,
Machine1,2025-06-01 04:34,19939548.8,
Machine1,2025-06-01 04:35,19939572.8,
Machine1,2025-06-01 04:36,19939596,
Machine1,2025-06-01 04:37,19939620,
Machine1,2025-06-01 04:38,19939642.4,
Machine1,2025-06-01 04:39,19939665.6,
Machine1,2025-06-01 04:40,19939688.8,
Machine1,2025-06-01 04:41,19939712.8,
Machine1,2025-06-01 04:42,19939736.8,
Machine1,2025-06-01 04:43,19939760,
Machine1,2025-06-01 04:44,19939784,
Machine1,2025-06-01 04:45,19939808.8,
Machine1,2025-06-01 04:46,19939832,
Machine1,2025-06-01 04:47,19939856.8,
Machine1,2025-06-01 04:48,19939880.8,
Machine1,2025-06-01 04:49,19939904.8,
Machine1,2025-06-01 04:50,19939929.6,
Machine1,2025-06-01 04:51,19939952.8,
Machine1,2025-06-01 04:52,19939977.6,
Machine1,2025-06-01 04:53,19940001.6,
Machine1,2025-06-01 04:54,19940025.6,
Machine1,2025-06-01 04:56,19940050.4,
Machine1,2025-06-01 04:57,19940076,
Machine1,2025-06-01 04:58,19940099.2,
Machine1,2025-06-01 04:59,19940123.2,
Machine1,2025-06-01 05:00,19940148,
Machine1,2025-06-01 05:01,19940172.8,
Machine1,2025-06-01 05:02,19940196,
Machine1,2025-06-01 05:03,19940218.4,
Machine1,2025-06-01 05:04,19940241.6,
Machine1,2025-06-01 05:05,19940264.8,
Machine1,2025-06-01 05:06,19940288,
Machine1,2025-06-01 05:07,19940311.2,
Machine1,2025-06-01 05:08,19940336,
Machine1,2025-06-01 05:09,19940359.2,
Machine1,2025-06-01 05:10,19940383.2,
Machine1,2025-06-01 05:11,19940407.2,
Machine1,2025-06-01 05:12,19940431.2,
Machine1,2025-06-01 05:13,19940456.8,
Machine1,2025-06-01 05:14,19940481.6,
Machine1,2025-06-01 05:15,19940504.8,
Machine1,2025-06-01 05:16,19940529.6,
Machine1,2025-06-01 05:17,19940554.4,
Machine1,2025-06-01 05:18,19940578.4,
Machine1,2025-06-01 05:19,19940601.6,
Machine1,2025-06-01 05:20,19940624.8,
Machine1,2025-06-01 05:21,19940648,
Machine1,2025-06-01 05:22,19940671.2,
Machine1,2025-06-01 05:23,19940694.4,
Machine1,2025-06-01 05:24,19940717.6,
Machine1,2025-06-01 05:25,19940740.8,
Machine1,2025-06-01 05:26,19940764.8,
Machine1,2025-06-01 05:27,19940788.8,
Machine1,2025-06-01 05:28,19940812,
Machine1,2025-06-01 05:29,19940836.8,
Machine1,2025-06-01 05:30,19940859.2,
Machine1,2025-06-01 05:31,19940883.2,
Machine1,2025-06-01 05:32,19940907.2,
Machine1,2025-06-01 05:33,19940931.2,
Machine1,2025-06-01 05:34,19940955.2,
Machine1,2025-06-01 05:35,19940978.4,
Machine1,2025-06-01 05:36,19941002.4,
Machine1,2025-06-01 05:37,19941026.4,
Machine1,2025-06-01 05:38,19941049.6,
Machine1,2025-06-01 05:39,19941057.6,
